Username	Answer
fu450	"At first, I only knew about putting things into ChatGPT, feeding them some info to get feedback, like in a more passive way of learning. But after this class, I feel like I know more about the AI tools. Before, I didn't even know that students can get free access to Gemini Pro, or that it can generate code. And now, I know some websites can build your app, and run your Excel sheets data, which is pretty cool.I learned that AI is not controlling humans; people only think in that way because they were passive learning users. But once you actually realize howÿ AI works, how it can help with your coding and creation, then you can truly be ""learning"" with AI."
gaddam10	"1.) At the beginning of the semester, I did not know much about AI. I did not know that it could create code to calculate complex topics such as the ones we learned about in class. In terms of finance, I did not have the tools to navigate complex financial topics and scenarios. I did not know how to make business decisions in terms of calculating PV, FV, D/E ratios and other calculations. In terms of learning, I found out a more nuanced way to learn information by integrating class information and AI.
2.) Something that surprised me most about myself was that I did not know that I would be able to create videos to break down complex financial topics. I never thought that I would be able to learn how to edit videos and stitch together a face camera recording + a screen recording together in one video. I was also surprised that I was able to run code for financial calculations since I never thought that I would be able to integrate the two topics in my time here at Purdue.
3.) I felt myself grow when I became quicker at each session assignment. I had created a process for completing each assignment which made my work more efficient and accurate. It clicked when I was able to learn how the code worked, which made my explanations more complex. I also learned about Google Colab which was useful in both this class as well as my other classes. I learned about Replit and n8n which helped me learn how to implement AI in new ways.
4.) I am now able to utilize AI and given inputs to create a well-rounded video explaning financial concepts. I know how to properly edit and upload videos as well. I learned how to create videos in advance so I would have time to make corrections and submit it accurately. Overall, I was able to grow my skills as a student by learning how to use different applications.5.) What I will carry forward from this experience is knowledge on how to combine AI and finance. I previously did not know that the two could be connected. However, now I know how to use AI to help me break down and work through complex financial problems and find out best-case scenarios for each problem through calculations. I will also utilize the DRIVER framework to work out future financial problems."
garlana	"When this semester started, I had only taken accounting classes and not many focused on finances. I viewed AI as something that was scary and should not be used. I didn't want to start using it because I did not know much about it at all. I believed that learning was done in a very specific way with lecture notes, lectures, quizzes, and exams.ÿI was surprised the most about myself with how quickly I adjusted to using AI as a tool/helper and learning the different technologies. One moment where something finally clicked was during the CAPM Session Assignment when I finally understood how to do a Sensitivity/ What-If analysis, it's importance, and how to interpret it. I felt myself grow because I could now apply my understanding and development of this process into future assignments and in my own career financial decisions.
My relationship with AI is forever changed. I feel I have truly learned how to use it to enhance my work more efficiently. I know how to integrate into projects and am more comfortable with it. Every company and business is incorporating it now, and I am glad I am able to work with it ethically and properly to help my future career path so that I am not behind.I will carry forward my confidence with AI and my better overall understanding of bond analysis and risk planning into my career and own financial decisions. I feel more comfortable in finance practices discovered in this course and am excited to keep developing my finance skills."
garris26	"1.) When this semester started, I knew some basics about finance, but not how everything connected. I also did not realize how much AI could actually help with learning. I thought it was just a shortcut, but I learned it can be a helpful tool when used correctly.
2.) As the weeks went on, I was surprised by how much better I got at explaining my work. The video assignments made me slow down and really think through each step. I began to notice that I could explain financial ideas with confidence instead of just repeating formulas.
3.) One moment that stood out was during the Time Value of Money and CAPM lessons. That was when I understood how the topics fit together through the DRIVER framework. It finally made sense that finance is about logic and reasoning, not just numbers.
4.) I feel more confident using AI and see it as a real learning partner. I am also more comfortable with not knowing everything right away because this course showed me that learning takes time and practice.5.) What I will carry forward from this class is the mindset of problem-solving. I learned to define, test, and improve my work. This course taught me how to think like a decision maker, and that skill will stay with me for a long time."
gascho	"At the start of the semester, I saw AI as a shortcut and learning as something focused mainly on completing assignments. In finance, I relied heavily on formulas without fully understanding how everything connected. I thought knowing the ""right answer"" mattered more than understanding the process.
What surprised me most was realizing how much I could understand once I slowed down and worked through problems step by step. One moment that really clicked was when I could explain why the numbers in a model changed, not just calculate them. That's when finance stopped feeling abstract and started to make sense.Now, I'm more comfortable with uncertainty and see AI as a tool that supports my thinking instead of replacing it. I'm leaving this semester more confident in my ability to learn, adapt, and explain complex ideas clearly, which is something I'll carry forward beyond this class."
rgilber	"I was focused on facts when the semester started: I knew the algorithms, I knew the financial theories, but somehow it was all segmented. Learning for me then was about outcome optimization.
What most surprised me was my integrative thinking and resilience in ambiguity. I realized that my value lay not in memorization but in integrating AI ethics, finance, and behavioral science into a cogent narrative.My ""click"" moment came during the algorithmic trading case study. I realized more than anything that the true challenge wasn't how to optimize profit but rather an ethical dilemma of how to minimize risk to human trust. Growth was identifying the most important question, not finding the perfect answer.
Now I am a bold, adaptive learner. My relationship to AI now is one of cognitive partnership in the name of exploring complexity, and uncertainty serves as a signal of opportunity. True learning happens in the messy middle.I will carry forward the value-focused, reflective mindset of the DRIVER. What I learned was that success doesn't come from perfect formulas but from the ability to navigate ambiguous and high-stake decisions. I did not only learn finance but learned to drive."
mgjorses	"Who were you when this semester started? What did you know (or think you knew) about AI, finance, and learning itself? Before I started this semester, I knew AI was a useful tool, but I never really knew how to use it. All semester long last year, all my professors told me no AI, and that it was bad. Now it is the exact opposite. It is something that I am learning to use and something that can help me with my finances and learning. I use it just about every day to help me with my homework, tests, and studying.


What surprised you most about yourself along the way? What surprised me the most about myself along the way is how unwilling I was to originally use the DRIVER method to begin. At first, I did not understand it, and I thought it was just busy work. As the assignments went on, I learned that it is a useful strategy, and I was surprised at how willing I was to change.

What's one moment where something finally ""clicked""?where you felt yourself grow? I think around midway through the semester, I realized I could take the AI outputs further beyond just the original. I could add more to them and take the reseponses that AI gave me and I could present it in a way that was better and easier to understand. I learned this from my other classes, and implemented this into this class.


Who are you now? How has your relationship with AI, with learning, with uncertainty changed? I think that my ability with AI has improved as the semester winds down. In terms of learning, I have improved and found new ways to use the AI machines to benefit me.


What will you carry forward from this experience? From this experience, I will carry forward and continue to use the DRIVER method and other ways of using AI that I have learned to help me. I want to continue to grow using AI to the best of its ability to benefit me."
sgogula	"At the start of this semester, I thought of AI, finance, and learning as mostly separate things. I viewed AI as a tool that could give quick answers, finance as a set of formulas and models to memorize, and learning as something that happened when I studied enough before an exam.ÿI was focused on getting things ""right"" rather than understanding why they worked. I didn't fully trust my own judgment yet, especially when problems were open-ended or didn't have a single correct answer.ÿWhat surprised me most was how much my confidence grew when I stopped expecting certainty. Instead of feeling uncomfortable when assumptions were unclear or data wasn't perfect, I learned to work through that uncertainty. Using AI through the DRIVER framework showed me that learning isn't about replacing my thinking but rather about strengthening it. I became more intentional about asking better questions, checking logic, and using AI as a partner rather than a shortcut.ÿ
I'm more comfortable learning in situations where I don't have all the answers. My relationship with AI has shifted from dependency to collaboration, and my relationship with learning has become more active and reflective. I trust the process more, and I trust myself more."
goldst13	"Entering the semester, having just confirmed my Finance major in Spring 2025, my foundational knowledge in the field was minimal, especially regarding the integration of Artificial Intelligence. I was initially unaware of AI's practical benefits for financial theories and analytical tools.ÿMy perspective quickly changed; I was genuinely surprised by the significant financial advantages that AI applications offer. A highlight of the course was creating the budgeting tool using n8n, which was an intriguing and rewarding introduction to workflow automation.ÿFor example, during a coding assignment focused on the Weighted Average Cost of Capital (WACC), the consistent, iterative support from Gemini was instrumental in solidifying my grasp of the entire concept.ÿWhile I had previously viewed AI with skepticism, as a potential societal risk, I realized it could be leveraged effectively as a powerful tool rather than simply a 'cheat sheet.' I utilized Gemini extensively throughout the semester, transforming my learning approach.ÿMoving forward, I plan to continue incorporating tools like n8n, Google AI Studio, and Colab into my future career to inform sound financial decision-making."
gomez281	"First of all I want to start this reflection by thanking Dr. Zhang. His passion for AI and finance is translated to his classes, the way he teaches and transmits information was a big plus for me every time I stepped into class.
When this semester started, I was a finance major with very basic knowledge of concepts and finance related information. As the semester progressed, I started learning a lot more about finance, and what it means to actually be a part of this career. Through the video assignments and the DRIVER framework, as well as what we discussed during classes, I learnt about the intricacies of finance and financial work.
Along the semester I learnt lots of things about myself, but one of the ones that were evidenced in this class is that I have to trust more in my own abilities. Sometimes while I was doing the assignments and reading through the cases, I felt like this was too advanced for my current knowledge level, and that I was not going to be able to complete effectively. However, I continued surprising myself week after week with great performances in these assignments, which fueled me to keep trying my hardest and giving my best at all times.
This relates to the moment where I really felt myself grow. Around week 5-6, when I started realizing that actually putting in the extra effort and hours, showing to class consistently, were all contributing both to my learning and the development of my abilities. I felt like I was growing, so I continued to do things the way I know to do them.Looking back, after this class I have become not only a better financial analyst, with deeper knowledge of topics and concepts, but a more effective student, giving my 100% in all the assignments I turn in. My mastery of AI has improved significantly, translating to a growth in my learning potential. From this experience of being in MGMT 310 with Dr. Zhang I will carry forward not only lots more knowledge that I didn't have previously, but also a different attitude and mentality."
agorokho	"At the beginning of the semester, I had very rudimentary knowledge of Finance and thought that AI could be easily exploited.
Along the way, what surprised me the most was how easy it is to make a simple mistake with AI that, unless you have background knowledge, a topic could easily go unnoticed.
The moment it clicked was after session three which is when i learned what I stated in question 2.
My relationship with AI and learning has mainly remained the same, but I do think AI is a much more valuable tool than I did previously.
What I will carry forward is improved knowledge and the ability to use AI appropriately to my advantage."
gross132	"When I started this semester, I had used AI to help me study for classes, but I didn't truly understand the impact it could have on my learning. What I realized this semester was that it could be utilized not only to help you study, but also to learn. I would read the textbook, then use AI to help me understand the problem sets in the textbook to further expand my knowledge. I think this aspect definitely helped me improve my videos throughout the semester.
The moment it finally clicked was on the second project. I utilized my existing understanding of financial concepts. I touched up on all the concepts with Chat GPT, then once I did that, I applied that to my n8n automation tool to track whether a stock price was a good investment based on current market conditions. I have only continued to improve my skills since then. I've learned how to write better prompts and how to get the best Python code for the specific assignment/Topic that I am working on.The way that I will continue with this is by applying it to my other courses. The way that I use it, in terms of the graphs or what I need from it may change, but the main idea of using it to enhance my learning will not. I think this can even go into individual learning outside of my school work."
guadara	"When this semester began, I saw financial management as a mostly theoretical subject built around formulas, definitions, and exam problems. I thought I understood the basics?time value of money, budgeting, risk and return, and how firms make financial decisions?but my understanding felt compartmentalized. I also viewed AI as something separate from learning, more like a shortcut or an answer generator rather than a tool that could deepen understanding. Learning, to me, meant memorizing concepts well enough to apply them on homework and exams, not necessarily questioning how those concepts connected to real decisions people actually make.
As the semester progressed, what surprised me most was how much my understanding improved once I started actively building and experimenting rather than just studying. Working with budgeting tools, cash flow analysis, debt prioritization, and scenario modeling forced me to confront uncertainty in a way textbook problems never did. Topics like market efficiency, behavioral finance, cost of capital, and capital structure became more meaningful when I saw how assumptions and incentives affect outcomes. I was also surprised by how AI, when used correctly, didn't replace my thinking but actually pushed me to be more intentional and precise about my reasoning.One moment where everything ""clicked"" was when I connected cash flow analysis and risk management to real college financial decisions. Understanding how fixed versus variable expenses affect surplus, how interest rates change debt payoff strategies, and how opportunity cost plays a role in saving versus spending made the material feel personal. Instead of just calculating numbers, I began thinking in terms of trade-offs, incentives, and long-term consequences. That shift?from calculation to decision-making?felt like real growth.Now, I see myself as a more confident and adaptable learner. My relationship with AI has changed from skepticism to strategic use; I view it as a tool that supports explanation, exploration, and reflection rather than a replacement for understanding. I am also more comfortable with uncertainty, recognizing that financial management?especially in college and beyond?is rarely about finding a single ""right"" answer. What I will carry forward from this experience is the ability to combine technical knowledge with critical thinking, to ask better questions, and to use tools like AI responsibly to support lifelong learning and better financial decisions."
gupt1107	"When I first started this semester, my knowledge of anything Finance, much less anything in the Business world was very limited. My only previous coursework knowledge was taking a Intro to Marketing class in highschool which was nearly 4 years ago now. However, I did know a good amount of AI as I am a Computer Science major. In my current coursework for Computer Science, every single class has gone one of two directions, they either have fully villainized AI due to the way it is disrupting the foundation of the Computer Science world, or like this class, have fully embraced it and are adapting the material they are teaching to incorporate AI. I am someone who leans towards the second option. I think this is one of those revolutionary moments in innovation that the current generation has not seen in a minute, which is why it is disrupting so many industries.ÿ
I really appreciate how this class incorporated the innovation of AI into it. There really is no reason to sit and learn how to do financial calculations by hand over and over again anymore. While I do believe it is important to ensure you understand how items are calculated or why they are calculated in certain ways, as long as you understand that foundation, this class allowed the real work environment approach of letting the technological world automate this repetitive aspect. The videos we would make per assignment were also very applicable because it taught us how to take the qualitative component that we could code using Python, and apply our own reasoning by interpreting and providing insight through the layers of reasoning an AI chatbot cannot really take into account while discovering and reporting.Furthermore, I think the one point in this class where I finally felt like the different aspects of this class was clicking was in the Mini Project 2 where we built that AI powered tool using n8n. I had never explored that website before, in any class prior to this one when we were incorporating any AI chatbot, we would code in instances of and LLM and train it using our own datasets and prompt engineering to be able to correctly display a result. I would say this isn't as complex, regardless, just as important and efficient. It showed how AI can truly be incorporated into the Financial world to provide insight through logical and previous experiences. Overall, I really enjoyed my experience in this class, I grew not only in my financial knowledge, but also how to apply it into some of the previous knowledge I had about coding and AI. Thank you!"
ghannon	"At the beginning of the semester, I knew nothing about finance or how to code and gather information from AI. I only knew how to ask AI simple questions and get answers from it, instead of actually learn from it.
I think the most surprising thing for me was actually getting the hang of AI and the assignments. At the beginning of the course, I thought I was not going to understand how to do anything the whole semester. However, once I got into the assignments and understood the real purpose of them, I was able to succeed.
I think the moment it clicked was around unit 2. During those sessions we learned about stocks and bonds, and in class I struggled understanding the concepts. During my assignments and working with AI, the concepts were starting to click and I was now understanding the reasons we are learning those concepts.
My relationship with AI is very strong. Like I mentioned earlier, I only knew how to get answers from AI. Now, I can use AI to actually learn and create stuff with it.ÿ
This experience will really benefit me in the future. Everybody is always talking about how AI is going to be everywhere and it is going to be important in my job career. By understanding how to use AI, I have this skill the that companies most likely will look for in their employees."
lhardymo	"Before this semester started, I thought of AI and finance as two separate things. I thought of finance as a lot of equations and numbers that if used well could earn someone a lot of money. I thought of AI has another search engine or a tool to help me study. I never really thought that the two of them could be combined. I think the thing that surprised me the most this semester was the wealth of AI programs available on the internet. I discovered this during the mini projects as using these automation tools was something I had never done before. A moment where it ""clicked"" this semester was during my first mini project when I created a (simple) retirement calculator. This first mini project connected everything for me in my mind of using AI and finance together to create a tool that provides benefit for the world.ÿ I realized that this is the entire goal of this class.Now, I see AI as twofold. First, I see AI as a tool that automates mundane tasks such as checking the news or giving me basic financial advice. With one click, I can have AI do so many things for me instead of figuring it out for myself. Second, I see AI as not just an automation tool but an augmentation tool. AI has greatly helped deepen my understanding in financial concepts and I have been able to apply this to multiple other classes this semester. From this class, I have seen AI as not something to avoid (like many professors say) but rather something to embrace. AI is clearly the future and it'd be foolish to avoid it and it'd be wise to know how to use it to the best of our abilities."
gjhennin	"Who were you when this semester started? What did you know (or think you knew) about AI, finance, and learning itself? I was a student who knew about AI and used it for practical things such as emails, etc, but never used it for finance. I also automatically linked finance with money when I now know its way more diverse than that.


What surprised you most about yourself along the way? The thing that surprised me the most along the way was just some finance concepts that I now understand way better and will help me in life along with using DRIVER mindset to break down real world problems.

What's one moment where something finally ""clicked""?where you felt yourself grow? About midway through the semester when I really started to understand DRIVER and how you can use that to break down and analyze finance.


Who are you now? How has your relationship with AI, with learning, with uncertainty changed? I am a student who was a broader intelligence of finance items and how they can play a major part in life decisions. My relationship has grown a lot with AI discovering all the ways it can be applied whether its for work, school, or something else major.


What will you carry forward from this experience? I will carry forward certain aspects of finance that will help with major life moments such as buying a house or car etc and how certain scenarios ply a major role in the outcome."
herre163	"When I look back at who I was sixteen weeks ago, I see someone standing at the edge of two vast, intimidating oceans: Finance and Artificial Intelligence. Honestly, I knew very little about how to merge the two. I viewed financial management as a rigid set of formulas I had to memorize, and AI as a buzzword that I wasn't quite sure how to apply practically. I thought I had to have all the answers in my head, and the idea of tackling complex financial problems felt overwhelming. I was a student prepared to study hard, but I wasn't yet a ""driver.""The biggest surprise?and the turning point of my semester?came when I finally stopped trying to do it all alone and started utilizing Gemini. The ""click"" moment wasn't just getting an answer to a homework question; it was realizing that I could treat AI as a thought partner rather than just a search engine. When I began feeding financial scenarios into Gemini, asking it to explain theÿwhyÿbehind the numbers or to help me brainstorm solutions for complex case studies, the fog lifted. I realized that I didn't need to be a walking encyclopedia of finance; I just needed to ask the right questions and know how to navigate the answers.Now, as I close this chapter, I feel a profound shift in my confidence. I am no longer intimidated by the unknown because I know I have a powerful tool in my pocket. My relationship with learning has evolved from rote memorization to active problem-solving. I know that in the future, whether I am managing personal investments or handling corporate finances, I won't be stuck. I have learned that AI can help me find solutions, break down barriers, and turn data into decisions. I am taking forward not just financial literacy, but the ability to drive with technology?a skill that I know will be my greatest asset in the years to come."
hessi	"Before this semester, I knew little to none about finance. As I am only a Sophomore, I have not taken strictly a finance course before. I knew some previous knowledge from accounting, but nothing that went into too much depth. In regards to AI, Ive used ChatGPT and Gemini before, but I never used in-depth prompts like I have used in this class, I didn't know how to train the AI before regarding the prompts I input.ÿAlong the way Ive learned more about my resilience more than anything. I've pushed myself so hard to succeed by learning how to get the best input out of the prompts I use with Gemini, and with this I've been able to get the best results. I've learned how ""roleplaying"" can be used effectively to get the best responses. By using ""I am a new finance student"" I have gotten outputs that not only explain the concepts, but they further my understanding, especially by using the DRIVER method. This method allows me to strengthen my understanding of finance concepts, but also communicate this in a simple, but effective way; it's not just a way of learning, but instead a way of presenting and speaking, similar to the STAR method used for interviews.ÿI will continue to implement the DRIVER method in my frameworks following this class. Not only in the way I present things, but in the way I study, the way I explain things, and the way I code. I am very grateful for the opportunities through this class. Thank you."
higbieh	"Before this semester begun, I had no idea everything that ai could do for me. I hardly used it before this class, and I had no idea how to leverage it to make anything. I surprised myself the most from the creation of the videos and how I could understand python code by the end of the course. That is something that I had no idea id ever figure out and I hope to code more in the future to help me do other things that could be automated in my life.The moment that something finally clicked for me was around session 4 where I started to actually follow the DRIVER framework to a T. This helped me organize the code in a way that made the videos flow better and also made the code that I created far more comprehensive. My relationship with AI is now very positive, I find myself writing far more complex prompts for my finance studies that I do on my own time. I find it very helpful and exciting to gain knowledge to put me ahead of my peers in the finance world. The DRIVER framework will definitely continue on as it has already helped me learn so much more than just asking a simple one-part question."
hindsj	"At the beginning of the semester, I didn't have any formal education on finances, just what i had researched on my own and a class I took in accounting the semester before. For me going into it, financials were more about just figuring out the numbers instead of making decisions. I also had used AI like chat GPT on previous class works to just help me get through it, without really having any of the DRIVER command over it.ÿThe biggest takeaway I have from the course I feel is that financial decisions isn't really about figuring out a single correct answer, but measuring and comparing the alternative options against each other to figure out what should work the best. I found the analysis of company alternatives harder at first where i was trying to compare different options the company had proposed, which had to get me to think about the strategic fit for the companies and not just the numbers.Another concept I find extremely useful is the Time Value of Money. This is going to be one of the biggest takeaway from the courses right now as I am a college student and my greatest asset is time. I will be able to take money I have today and through choices made considering TVM, I will have plenty of time to compound the money and grow its value. I can also take that value generated down the road to invest in a house or real estate that will also generate value for me.Now at the end of the class I feel more educated on the concepts of finances and how to manage them. I also feel as if the DRIVER framework helped a lot because now I will be able to command AI to use whenever I will need it to assist me in doing my work more efficiently."
ghubertz	"When this semester started, I never really knew much about the features of using AI, and that it could give me code. I never really thought you could use AI for finance until I learned you could put the basic equations that we learn about into it and give it numbers. Something I learned about myself along the way was that I'm pretty good at explaining the outputs and how to expand ideas off of them. The moment when something ""clicked"" was my financial explanations and how to explain each method of DRIVER well.ÿI think I've understood AI better now through this class in using it as an assistant, and that you don't have to use it as a crutch. I felt more confident in the models I was being given. I really enjoyed how the model was able to change easily if you wanted to change some factors. I will carry forward from this experience how to create solutions to financial problems. I will also have the AI create models or graphs that can give me 5-year or multiple-year returns and determine if investments are worth it or not."
chuisman	"At the beginning of this semester, I was someone who valued ai in my learning but not someone who had all the tools to build to my fullest potential. I was also someone who had an understanding of finance basics but though in the short term, not the long term. The thing that surprised myself the most would be how interested I would get in the power of AI agents. The moment where this was realized was actually during the development of my capstone project, when my learning and confidence had intersected and I truly felt like I could achieve anything. I am now someone who sees my creativity as the limiting factor to build anything. I will carry forward the DRIVER structure and the long-term goal thinking that Dr. Z and his class had given me. Thank you professor, I believe this class made my last semester at Purdue well worth it."
jacob269	"At the start of the semester, I wasn't sure what the class was about. I knew very little about using AI, especially for financial usage. I took some previous classes on Python and Labs, but this class was different.
What surprised me most was my ability to pick up certain tools and use them effectively.ÿ
A moment where I felt a click was the first Mini Project, I learned how to build a financial calculator and realized anyone can you this to their advantage in the real world.
Now I love using AI, I use it I all my classes the permit it. It is a very helpful tool that I think everyone should get familiar with.
Moving forward I will continue to learn AI and what it brings to the table, I'm sure at some point everyone will excel with AI usage."
jain789	"I was someone who was scared to use AI and had know experience how to code in any langauge. I was terrified when I found out it was a class where we were going to use python. I knew a good amount of information regarding finance but not about AI.ÿ
What surprised me is how we are able to use AI and our mind to become a powerful tool. AI and our brain alone arent unique and smart enough, but if we combine both, it becomes more powerful.
Was when I decided to give this class a chance rather than dropping it because I was scared to code. I learned how to use python and AI. How to promopt scripts and manipulate AI to our liking. How we can analyze and interpret code.ÿ
I would say my perspective on AI has defenetly changed. I am a lot more comfortable using AI on an every day basis and knowing how to ask it something that I want to. How I can use it to make my life easier.ÿ
I will carry forward the valuable insights I learned on financial management and DRIVER with me. I will use the concepts I learned and how I can use AI through careful prompting."
ojanaman	"At the start of the semester, I was a sophomore studying Computer Science at Purdue, motivated to explore the intersection of computer science and finance. I had a solid understanding of AI basics and machine learning principles, including how models learn from data, and I was aware of how large hedge funds leverage AI and deep learning to inform trading decisions through my involvement in the Boiler Quantitative Finance Group. Taking Professor Zhang's MGMT 31000 Financial Management course was an opportunity to strengthen my financial knowledge while integrating my technical skills.
What surprised me most throughout the course was just how powerful and efficient AI tools have become in solving finance-related problems. I was particularly struck by the potential of AI to transform the way we analyze financial data and make decisions. A pivotal moment for me came during Mini Project 3, when I built FinTherapy using Google AI Studio?a Financial Health Advisor that analyzed past spending, explained spending psychology, and proposed a 90-day budget transformation plan. That project solidified my understanding of the DRIVER framework and highlighted how AI and finance can be combined to create impactful, real-world solutions.Now, I feel more confident as an aspiring finance professional with a strong foundation in AI and financial programming. My relationship with AI, learning, and uncertainty has deepened, and I appreciate the value of adapting to new tools and technologies to remain competitive. Moving forward, I will carry with me not only the practical knowledge of finance, investing, and management but also the DRIVER framework as a guiding principle for problem-solving. This experience has reinforced the importance of AI in shaping future industries and has strengthened my commitment to integrating technology and finance in my personal and professional growth."
ajervis	"At the start of the semester, I viewed AI mainly as a tool for quick answers and efficiency. I thought finance was mostly about formulas, rules, and getting the correct numerical result. Learning, for me, meant understanding just enough to complete assignments correctly. I did not fully see how AI could be used to deepen understanding or support real decision-making in finance.


2. I was surprised by how much my mindset shifted. I became more comfortable not having immediate answers and more willing to explore problems step by step. I also realized that I could use AI to support my thinking rather than rely on it. This helped me engage more deeply with financial concepts and trust my own reasoning.
3. A key moment was when I started seeing finance problems as decision-making tools rather than isolated calculations. Using AI to test assumptions, walk through logic, and evaluate tradeoffs helped me connect the math to real-world outcomes. That was when finance felt practical instead of abstract.
4. Now, I see myself as a more independent and reflective learner. I use AI as a collaborative tool to explore ideas, check reasoning, and clarify concepts, not as a shortcut. I am more comfortable with uncertainty and view it as part of the learning process rather than something to avoid.
5. I will carry forward the mindset of using AI responsibly to enhance learning while still relying on my own critical thinking. I have learned that growth comes from asking better questions, staying curious, and being willing to work through uncertainty. This approach will be valuable not only in finance, but in future academic and professional challenges as well."
john3952	"1. Coming into this semester, I was already strong at understanding finance through real world trends, especially in financial and economic news. With a background in Political Science and a recent major change into Finance, I was used to thinking about markets through policy, incentives, and global events. This was my first true introduction to financial management, and I did not know what to expect. I am especially grateful that AI was prioritized in this class, because it is clearly essential to the field I am entering.
2. What surprised me most was how much more confident I became turning concepts into tools. Using the DRIVER framework alongside AI helped me contextualize financial management ideas in practical ways, rather than treating them as abstract formulas. I found myself thinking less about getting the right answer and more about understanding how decisions actually affect outcomes.
3. The moment everything clicked was during the mini project where I built a startup cash burn rate calculator. That project forced me to define the problem clearly, think through assumptions, and use AI to test scenarios and refine logic. For the first time, finance felt intuitive and creative instead of rigid. I was not just learning a concept, I was building something that could be used in the real world.
4. Now, I feel genuinely comfortable using AI for financial purposes. This is especially meaningful as I prepare for my internship at JPMorgan Chase next summer in NYC, knowing that JPMorgan has one of the largest in house LLMs in the financial industry. This class helped me see AI not as a shortcut, but as a professional tool for analysis and decision making.5. What I will carry forward is the confidence to learn in uncertain environments and the ability to DRIVE my thinking with AI. I did not just learn financial management, I learned how to apply it in a way that feels relevant, adaptable, and aligned with where finance is headed."
kim4574	"At the start of the semester, finance concepts like time value of money and risk felt like separate topics, and AI seemed loosely related rather than integral to financial decision-making. Over the course, those ideas became more connected: TVM and risk emerged as the structure behind valuation, forecasting, and assessing uncertainty, rather than isolated formulas.
Working within the DRIVER framework highlighted how AI and finance interact in practice. Different AI tools, such as Colab and Replit proved useful for different purposes, such as calculation, explanation, data retrieval, or scenario generation. The validation step in DRIVER was especially important: it showed that financial logic and outputs must be checked systematically, rather than accepted at face value just because they came from an AI system.
By the end of the semester, AI appeared less as a competitor and more as infrastructure that can extend analytical capacity when guided by sound financial reasoning and clear constraints. The main takeaway is a more disciplined approach to problem solving: connect concepts, design workflows deliberately, validate results, and iterate, using AI to complement rather than replace human judgment.ÿ
As AI becomes more important as a tool in the workforce, it has become increasingly critical to grow alongside the technology and make sure that I know how to utilize it to meet my personal and a business's needs. This course took a unique approach to financial management, and was unorthodox, but I believe that the unique applications of AI I learned throughout the semester will serve me in the workforce looking forward."
krame144	"When this semester started, my mindset was purely set on just passing through this class with at least a B. I am a Marketing major with zero interest and knowledge in finance. As for AI, I knew it could answer a lot of questions and keeps growing day by day. I have used it to develop code before, so that wasn't anything new to me.
What surprised me the most was my endurance to keep going. Some of these sessions were really hard and confusing for me. Instead of giving up and just taking a zero for the grade, I kept going and used AI as a tool to help me, rather than against me.A moment where something ""clicked"" was session 9: Cost of Capital. I really understood the Weighted Average Cost of Capital and everything that went into the formula, along with considering bonds, the capital structure and equity beta.
My relationship has changed for the better. I understand why this course used so much AI integration and that is because AI is not going away anytime soon. It is better to use AI as tool in my life and something I should work alongside with.
Moving forward, I will think of AI as not only a financial tool, but as so much more. It can be used for good, such as solving code that I am stuck on."
ckubly	"When this semester started, I was somebody who viewed this class as just any other class in my path to graduation. I had no idea how much this class will help strengthen my knowledge in finance and AI. I knew little to nothing about financial management, only really knowing personal finance skills. In regards to AI, instead of using it as my personal assistant who can ease the everyday qualities of school, I used to just give me answers. What surprised me along the way is how DRIVER would impact my other classes as well. It helped me answer questions I was confused on while helping me retain the information.

One moment in this course where it finally clicked was when I was doing the first mini project. I had been struggling with the entire DRIVER mindset in general because it is a completely different way of thinking and utilizing AI. When I was prompting my chat box for the first mini project, it all of the sudden clicked and I understood the entire DRIVER framework, getting an A on the project.ÿ
Now, I am somebody who is confident using AI in my everyday life. However, not just as a tool to give me the answer, but by learning, retaining, and having the ability to teach the answer to others. I am somebody who will succeed in my career because I can confidently use AI to guide me through problems I have never seen before. Finally, AI knowledge/comfortability will carry me forward from this class. Being comfortable using AI and understanding its capabilities is half of the battle. AI is the future of not only the business world, but is the future itself. I'm proud that I can navigate the corporate world with my AI assistant by my side."
